title,author_info,rating,pros,cons,helpful
Asset,"Mar 14, 2020 - Asset Management Analyst in Machida, Tokyo",4,Good salry and commition for employess,Must speing english have to travle to Usa,Be the first to find this review helpful
Best Company to work,"Feb 17, 2020 - Technical Lead in Bangalore",5,Best Company to work with work-life balance,Nothing to say. The Management is really doing very good,Be the first to find this review helpful
Good overall.,"Feb 26, 2020 -",4,"Good place to work, friendly colleagues. Decent pay for a placement student outside of London. Interesting and varied work, with a suitable workload. Work life balance and opportunity to join sports & social club.",No offers for fast track to the graduate scheme.,Be the first to find this review helpful
Senior Developer at Sony Nordic,"Feb 25, 2020 - Senior Developer in Lund, Skåne",3,"Good work environment, Good colleagues, good salary.","Very few projects, lack of budget for interesting work, lot of downsizing done in recent years",Be the first to find this review helpful
BA,"Feb 15, 2020 - Senior Business Analyst",3,Working environment is better than lots of the company,The salaries and promotions are not satisfying,Be the first to find this review helpful
xx,"Feb 15, 2020 - Anonymous Employee in Brussels",3,High technology company with global brand,Very corporate with little autonomy in the regions,Be the first to find this review helpful
SONY benefits,"Jan 30, 2020 - Operations Manager",5,Nice benefits and quite a lot of opportunities to progress,A lot of overtime but you can work also from home,Be the first to find this review helpful
Sales Representative,"Jan 20, 2020 - Anonymous Employee",5,Flexible working hours Target driven role bonuses plus commissions and incentives,none that i can think of,Be the first to find this review helpful
Good place for a student,"Feb 2, 2020 - Master Thesis Student",4,international environment experienced supervisors students work together help each other,"supervisors spend less time on you, focused on their thing",Be the first to find this review helpful
Word-widely known brand,"Jan 29, 2020 - Marketing Specialist in Tokyo",4,Word-widely known strong brand image,The company itself is international but it doesn't mean you can work internationally. ; Each business is quite localised.,Be the first to find this review helpful
Sales Trainer role is like Robot/Coolie role,"Jan 25, 2020 - Sales Trainer",2,"Products /facility to employee are top level! You will be provided company cab for market visit ,Hotel stay at best hotels.","As title says everything, You will be deputed at branch just to follow the instructions of HO and the level of instructions is so important that you don't have powers to implementation some thing creative and if you had done also no one will appreciate, You are Just Robot. You will be asked to weigh products from different stores to conduct events at hotel location for Training after that you will have to unpack and pack the products for pre event and post events. You never know you will be asked to setup products at Night 3AM, that was night mare! I urge if you are looking for this role, Kindly look for better job as there are ample number of jobs awaiting.",Be the first to find this review helpful
"Good, but corporate","Jan 23, 2020 - Digital Marketing",3,A lot going on. Ever-changing challenges.,"Corporate environment. A bit ""slow moving"" at times.",Be the first to find this review helpful
Good to learn,"Jan 1, 2020 - Senior Manager in Singapore",5,Work and life balance Good company culture,Low higher position Salary is not so high and big,Be the first to find this review helpful
Best place to work,"Jan 2, 2020 - Deepthy",5,Best place to work. Good work life balance.,Nothing. It's been great here,Be the first to find this review helpful
Good world-wide company,"Jan 13, 2020 - Senior Software Engineer/Architect in Lund, Skåne",3,International environment. Latest and greatest technology.,Japanese management style encroaches on local ways of working.,Be the first to find this review helpful
Much good experience,"Jan 10, 2020 - Data Analyst in New Delhi",4,"Many reason to work in sony. Environment,talking behavior , coordinate of senior.",Handle of under group of work in area in first time.,Be the first to find this review helpful
Ok,"Jan 8, 2020 - Sales Support Specialist in Bucharest, Bucuresti",4,"steady job, long term quiet enviroment",no real possibility for promovation management not open for change and improvement no clear procedures,Be the first to find this review helpful
Good company,"Dec 21, 2019 - Service Delivery Manager",5,"good life work balance, space to grow and contribute, minimum workplace politics",efficiency is not that high,Be the first to find this review helpful
Wonderful,"Dec 19, 2019 - Marketing Manager in Weybridge, England",5,Great products and world leader,Salaries could be a little better,Be the first to find this review helpful
Great Company to work for,"Jan 2, 2020 - Financial Planning and Analysis in Tokyo",4,Company has great values and gives their employees lots of responsibility.,It is an industry that requires hard work at times.,Be the first to find this review helpful
Professional work environment and full of challenges,"Dec 30, 2019 - Key Account Sales Manager in Ḩawwārah, Amman Governorate",4,Professional work environment and full of challenges,large work load that does not match salaries,Be the first to find this review helpful
Great company and great learning,"Dec 30, 2019 - Senior Manager in Lima, Lima Region",4,- International company - Mobility and oportunities - Benefits (discounts on products) - Incredible products and brand,- Lack of oportunities to change and try new things,Be the first to find this review helpful
Software Developer,"Dec 26, 2019 - Software Development Engineer in Bangalore",3,Good work culture. Good Employee engagement,No scope for role movement,Be the first to find this review helpful
Good,"Dec 8, 2019 - Sales Specialist",5,"Management, Progression, Training, Fun, Sales","Salary, Commission, Hours, Long time standing",Be the first to find this review helpful
Good place to start,"Dec 16, 2019 - Software Engineer in Bangalore",4,"Flexibility, Training, Opportunity to work on different Technologies",lack of accountability while working on projects,Be the first to find this review helpful
Business Analyst,"Dec 9, 2019 - Anonymous Employee",4,"friendly but challenging environment, great work-life balance, international environment",low salary comparing the sector average,Be the first to find this review helpful
"As targets increase, pay decreases.","Dec 23, 2019 - Sales Representative",1,Great technology and solid brand,No pay rises in 7/8 years. Forever moving goalposts on targets. Overschievement means higher targets making bonus unachievable.,Be the first to find this review helpful
Amazing culture,"Nov 17, 2019 - Business Analyst in London, England",5,"Culture, work life balance, initial salary","Lack of progression opportunities, many people stay in the same position for years",Be the first to find this review helpful
